,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
1691,Ohio 1,0.632,0.368,27,2014,OHIO,14.17,OH
1692,Ohio 2,0.66,0.34,22,2014,OHIO,11.55,OH
1693,Ohio 3,0.641,0.359,25,2014,OHIO,13.12,OH
1694,Ohio 4,0.677,0.323,20,2014,OHIO,10.50,OH
1695,Ohio 5,0.665,0.289,19,2014,OHIO,9.97,OH
1696,Ohio 6,0.582,0.386,36,2014,OHIO,18.90,OH
1697,Ohio 7,1,0.0,7,2014,OHIO,3.67,OH
1698,Ohio 8,0.672,0.274,18,2014,OHIO,9.45,OH
1699,Ohio 9,0.677,0.323,20,2014,OHIO,10.50,OH
1700,Ohio 10,0.652,0.315,21,2014,OHIO,11.02,OH
1701,Ohio 11,0.794,0.206,12,2014,OHIO,6.30,OH
1702,Ohio 12,0.681,0.278,18,2014,OHIO,9.45,OH
1703,Ohio 13,0.685,0.315,19,2014,OHIO,9.97,OH
1704,Ohio 14,0.633,0.33,24,2014,OHIO,12.60,OH
1705,Ohio 15,0.66,0.34,22,2014,OHIO,11.55,OH
1706,Ohio 16,0.637,0.363,26,2014,OHIO,13.65,OH
