,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
1583,Illinois 1,0.731,0.269,16,2014,ILLINOIS,8.40,IL
1584,Illinois 2,0.785,0.215,13,2014,ILLINOIS,6.82,IL
1585,Illinois 3,0.646,0.354,24,2014,ILLINOIS,12.60,IL
1586,Illinois 4,0.78,0.22,13,2014,ILLINOIS,6.82,IL
1587,Illinois 5,0.632,0.306,22,2014,ILLINOIS,11.55,IL
1588,Illinois 6,0.671,0.329,21,2014,ILLINOIS,11.02,IL
1589,Illinois 7,0.85,0.15,10,2014,ILLINOIS,5.25,IL
1590,Illinois 8,0.557,0.443,62,2014,ILLINOIS,32.55,IL
1591,Illinois 9,0.661,0.339,22,2014,ILLINOIS,11.55,IL
1592,Illinois 10,0.513,0.487,270,2014,ILLINOIS,141.75,IL
1593,Illinois 11,0.535,0.465,100,2014,ILLINOIS,52.50,IL
1594,Illinois 12,0.525,0.419,67,2014,ILLINOIS,35.17,IL
1595,Illinois 13,0.587,0.413,41,2014,ILLINOIS,21.52,IL
1596,Illinois 14,0.654,0.346,23,2014,ILLINOIS,12.07,IL
1597,Illinois 15,0.75,0.25,14,2014,ILLINOIS,7.35,IL
1598,Illinois 16,0.706,0.294,17,2014,ILLINOIS,8.92,IL
1599,Illinois 17,0.555,0.445,64,2014,ILLINOIS,33.60,IL
1600,Illinois 18,0.747,0.253,15,2014,ILLINOIS,7.87,IL
