,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
1565,Georgia 1,0.609,0.391,33,2014,GEORGIA,17.32,GA
1566,Georgia 2,0.591,0.409,39,2014,GEORGIA,20.47,GA
1567,Georgia 3,1,0.0,7,2014,GEORGIA,3.67,GA
1568,Georgia 4,0.999,0.0,8,2014,GEORGIA,4.20,GA
1569,Georgia 5,1,0.0,7,2014,GEORGIA,3.67,GA
1570,Georgia 6,0.66,0.34,22,2014,GEORGIA,11.55,GA
1571,Georgia 7,0.654,0.346,23,2014,GEORGIA,12.07,GA
1572,Georgia 8,0.999,0.0,8,2014,GEORGIA,4.20,GA
1573,Georgia 9,0.807,0.193,12,2014,GEORGIA,6.30,GA
1574,Georgia 10,0.665,0.335,22,2014,GEORGIA,11.55,GA
1575,Georgia 11,1,0.0,7,2014,GEORGIA,3.67,GA
1576,Georgia 12,0.548,0.452,73,2014,GEORGIA,38.32,GA
1577,Georgia 13,1,0.0,7,2014,GEORGIA,3.67,GA
1578,Georgia 14,1,0.0,7,2014,GEORGIA,3.67,GA
