,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
2305,Illinois 1,0.803,0.159,11,2010,ILLINOIS,5.77,IL
2306,Illinois 2,0.805,0.138,11,2010,ILLINOIS,5.77,IL
2307,Illinois 3,0.697,0.243,16,2010,ILLINOIS,8.40,IL
2308,Illinois 4,0.774,0.143,12,2010,ILLINOIS,6.30,IL
2309,Illinois 5,0.706,0.254,16,2010,ILLINOIS,8.40,IL
2310,Illinois 6,0.637,0.363,26,2010,ILLINOIS,13.65,IL
2311,Illinois 7,0.815,0.161,11,2010,ILLINOIS,5.77,IL
2312,Illinois 8,0.485,0.483,3500,2010,ILLINOIS,1837.50,IL
2313,Illinois 9,0.663,0.311,20,2010,ILLINOIS,10.50,IL
2314,Illinois 10,0.511,0.489,319,2010,ILLINOIS,167.47,IL
2315,Illinois 11,0.574,0.426,48,2010,ILLINOIS,25.20,IL
2316,Illinois 12,0.598,0.365,31,2010,ILLINOIS,16.27,IL
2317,Illinois 13,0.638,0.362,26,2010,ILLINOIS,13.65,IL
2318,Illinois 14,0.513,0.45,112,2010,ILLINOIS,58.80,IL
2319,Illinois 15,0.643,0.357,25,2010,ILLINOIS,13.12,IL
2320,Illinois 16,0.65,0.31,21,2010,ILLINOIS,11.02,IL
2321,Illinois 17,0.526,0.43,73,2010,ILLINOIS,38.32,IL
2322,Illinois 18,0.691,0.258,17,2010,ILLINOIS,8.92,IL
2323,Illinois 19,0.712,0.288,17,2010,ILLINOIS,8.92,IL
