,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
3387,Illinois 1,0.848,0.152,11,2004,ILLINOIS,5.77,IL
3388,Illinois 2,0.885,0.115,10,2004,ILLINOIS,5.25,IL
3389,Illinois 3,0.726,0.257,15,2004,ILLINOIS,7.87,IL
3390,Illinois 4,0.837,0.124,10,2004,ILLINOIS,5.25,IL
3391,Illinois 5,0.762,0.238,14,2004,ILLINOIS,7.35,IL
3392,Illinois 6,0.558,0.442,61,2004,ILLINOIS,32.02,IL
3393,Illinois 7,0.861,0.139,10,2004,ILLINOIS,5.25,IL
3394,Illinois 8,0.517,0.483,206,2004,ILLINOIS,108.15,IL
3395,Illinois 9,0.757,0.243,14,2004,ILLINOIS,7.35,IL
3396,Illinois 10,0.641,0.359,25,2004,ILLINOIS,13.12,IL
3397,Illinois 11,0.587,0.413,41,2004,ILLINOIS,21.52,IL
3398,Illinois 12,0.695,0.288,18,2004,ILLINOIS,9.45,IL
3399,Illinois 13,0.65,0.35,24,2004,ILLINOIS,12.60,IL
3400,Illinois 14,0.686,0.314,19,2004,ILLINOIS,9.97,IL
3401,Illinois 15,0.611,0.389,32,2004,ILLINOIS,16.80,IL
3402,Illinois 16,0.691,0.309,19,2004,ILLINOIS,9.97,IL
3403,Illinois 17,0.607,0.393,33,2004,ILLINOIS,17.32,IL
3404,Illinois 18,0.702,0.298,18,2004,ILLINOIS,9.45,IL
3405,Illinois 19,0.694,0.306,19,2004,ILLINOIS,9.97,IL
