,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
133,Illinois 1,0.67,0.33,21,2022,ILLINOIS,11.02,IL
134,Illinois 2,0.671,0.329,21,2022,ILLINOIS,11.02,IL
135,Illinois 3,0.685,0.315,19,2022,ILLINOIS,9.97,IL
136,Illinois 4,0.684,0.281,18,2022,ILLINOIS,9.45,IL
137,Illinois 5,0.696,0.288,18,2022,ILLINOIS,9.45,IL
138,Illinois 6,0.544,0.456,80,2022,ILLINOIS,42.00,IL
139,Illinois 7,1.0,0.0,7,2022,ILLINOIS,3.67,IL
140,Illinois 8,0.569,0.431,51,2022,ILLINOIS,26.77,IL
141,Illinois 9,0.717,0.283,17,2022,ILLINOIS,8.92,IL
142,Illinois 10,0.63,0.37,27,2022,ILLINOIS,14.17,IL
143,Illinois 11,0.565,0.435,54,2022,ILLINOIS,28.35,IL
144,Illinois 12,0.75,0.25,14,2022,ILLINOIS,7.35,IL
145,Illinois 13,0.566,0.434,54,2022,ILLINOIS,28.35,IL
146,Illinois 14,0.542,0.458,84,2022,ILLINOIS,44.10,IL
147,Illinois 15,0.711,0.289,17,2022,ILLINOIS,8.92,IL
148,Illinois 16,0.663,0.337,22,2022,ILLINOIS,11.55,IL
149,Illinois 17,0.52,0.48,175,2022,ILLINOIS,91.87,IL
