,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
267,Pennsylvania 1,0.549,0.451,72,2022,PENNSYLVANIA,37.80,PA
268,Pennsylvania 2,0.757,0.243,14,2022,PENNSYLVANIA,7.35,PA
269,Pennsylvania 3,0.951,0.049,8,2022,PENNSYLVANIA,4.20,PA
270,Pennsylvania 4,0.613,0.387,31,2022,PENNSYLVANIA,16.27,PA
271,Pennsylvania 5,0.651,0.349,24,2022,PENNSYLVANIA,12.60,PA
272,Pennsylvania 6,0.583,0.417,43,2022,PENNSYLVANIA,22.57,PA
273,Pennsylvania 7,0.51,0.49,350,2022,PENNSYLVANIA,183.75,PA
274,Pennsylvania 8,0.512,0.488,292,2022,PENNSYLVANIA,153.30,PA
275,Pennsylvania 9,0.693,0.307,19,2022,PENNSYLVANIA,9.97,PA
276,Pennsylvania 10,0.538,0.462,93,2022,PENNSYLVANIA,48.82,PA
277,Pennsylvania 11,0.615,0.385,31,2022,PENNSYLVANIA,16.27,PA
278,Pennsylvania 12,0.562,0.438,57,2022,PENNSYLVANIA,29.92,PA
279,Pennsylvania 13,1.0,0.0,7,2022,PENNSYLVANIA,3.67,PA
280,Pennsylvania 14,1.0,0.0,7,2022,PENNSYLVANIA,3.67,PA
281,Pennsylvania 15,0.699,0.301,18,2022,PENNSYLVANIA,9.45,PA
282,Pennsylvania 16,0.594,0.406,38,2022,PENNSYLVANIA,19.95,PA
283,Pennsylvania 17,0.534,0.466,103,2022,PENNSYLVANIA,54.07,PA
