,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
860,Illinois 1,0.735,0.198,14,2018,ILLINOIS,7.35,IL
861,Illinois 2,0.811,0.189,12,2018,ILLINOIS,6.30,IL
862,Illinois 3,0.738,0.262,15,2018,ILLINOIS,7.87,IL
863,Illinois 4,0.866,0.134,10,2018,ILLINOIS,5.25,IL
864,Illinois 5,0.767,0.233,14,2018,ILLINOIS,7.35,IL
865,Illinois 6,0.536,0.464,98,2018,ILLINOIS,51.45,IL
866,Illinois 7,0.876,0.124,10,2018,ILLINOIS,5.25,IL
867,Illinois 8,0.66,0.34,22,2018,ILLINOIS,11.55,IL
868,Illinois 9,0.735,0.265,15,2018,ILLINOIS,7.87,IL
869,Illinois 10,0.656,0.344,23,2018,ILLINOIS,12.07,IL
870,Illinois 11,0.638,0.362,26,2018,ILLINOIS,13.65,IL
871,Illinois 12,0.516,0.454,113,2018,ILLINOIS,59.32,IL
872,Illinois 13,0.504,0.496,875,2018,ILLINOIS,459.37,IL
873,Illinois 14,0.525,0.475,140,2018,ILLINOIS,73.50,IL
874,Illinois 15,0.709,0.291,17,2018,ILLINOIS,8.92,IL
875,Illinois 16,0.591,0.409,39,2018,ILLINOIS,20.47,IL
876,Illinois 17,0.621,0.379,29,2018,ILLINOIS,15.22,IL
877,Illinois 18,0.672,0.328,21,2018,ILLINOIS,11.02,IL
