,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
1946,Illinois 1,0.739,0.261,15,2012,ILLINOIS,7.87,IL
1947,Illinois 2,0.621,0.234,19,2012,ILLINOIS,9.97,IL
1948,Illinois 3,0.685,0.315,19,2012,ILLINOIS,9.97,IL
1949,Illinois 4,0.833,0.167,11,2012,ILLINOIS,5.77,IL
1950,Illinois 5,0.656,0.287,19,2012,ILLINOIS,9.97,IL
1951,Illinois 6,0.592,0.408,39,2012,ILLINOIS,20.47,IL
1952,Illinois 7,0.846,0.11,10,2012,ILLINOIS,5.25,IL
1953,Illinois 8,0.547,0.453,75,2012,ILLINOIS,39.37,IL
1954,Illinois 9,0.661,0.339,22,2012,ILLINOIS,11.55,IL
1955,Illinois 10,0.505,0.495,700,2012,ILLINOIS,367.50,IL
1956,Illinois 11,0.581,0.419,44,2012,ILLINOIS,23.10,IL
1957,Illinois 12,0.515,0.429,82,2012,ILLINOIS,43.05,IL
1958,Illinois 13,0.466,0.462,1750,2012,ILLINOIS,918.75,IL
1959,Illinois 14,0.588,0.412,40,2012,ILLINOIS,21.00,IL
1960,Illinois 15,0.689,0.311,19,2012,ILLINOIS,9.97,IL
1961,Illinois 16,0.619,0.381,30,2012,ILLINOIS,15.75,IL
1962,Illinois 17,0.533,0.467,107,2012,ILLINOIS,56.17,IL
1963,Illinois 18,0.742,0.258,15,2012,ILLINOIS,7.87,IL
